Group_Num,SP_1,SP_2,SP_3,SP_4,SP_5
0,0.645026889882208,0.3332283366678317,1.0,0.9418367346938775,0.6510204081632652
1,0.6350317132231632,0.8497921009442024,0.4,0.34897959183673466,0.7928571428571428
