Gleason,SP_1,SP_2,SP_3,SP_4,SP_5
0,1.0,0.051054384017758046,0.15463740553759325,0.8956771387800403,0.9630131450152927
1,0.5094339622641509,1.0,0.9502906435943076,0.35277129719812456,0.10909381392970198
