Gleason,TP_10,TP_12,TP_14,TP_15,TP_16,TP_4-13,TP_5,TP_6,TP_9
0,1.0,0.8515595766869788,0.4815964121497656,1.0,1.0,0.09544722397600815,0.8956771387800403,0.11098779134295227,1.0
1,0.5094339622641509,0.3195600900143185,0.8364175859022854,0.5094339622641509,0.25471698113207547,0.9731595773794655,0.35277129719812456,1.0,0.5094339622641509
