Group_Num,TP_1,TP_10,TP_11,TP_12,TP_14,TP_15,TP_16,TP_17,TP_2,TP_3,TP_4-13,TP_5,TP_6,TP_7,TP_8,TP_9
0,0.1015965166908563,0.7232704402515724,0.47169811320754723,0.9999995960347483,1.0,1.0,1.0,1.0,5.5161908798891504e-05,0.0003224850052858273,0.999947038338784,0.8895510910314333,0.605259620984723,0.020907259574113015,0.04635957557738104,0.07886797918551543
1,1.0,0.779874213836478,1.0,1.1321945027738705e-05,0.019032971258290874,0.5283018867924527,0.27672955974842767,0.5283018867924527,1.0,1.0,0.0005815207322179834,0.30423916178025573,0.7132294395996716,1.0,1.0,0.9906848843481675
