,Cluster_1,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_11,Cluster_12,Cluster_13,Cluster_14,Cluster_15,Cluster_16
1,1.0,0.41645035055165003,0.5156915572939593,0.19108473139119372,1.0,0.5264131271792831,1.0,1.0,1.0,1.0,1.0,0.41645035055165003,0.5264131271792831,1.0,1.0
2,0.45284810126582276,1.0,1.0,1.0,0.5906799234580714,1.0,0.6077182311359526,0.3018987341772152,0.6077182311359526,0.675,0.49741581372139354,1.0,1.0,0.675,0.675
